english,french,gender,ambiguity,stereotype,occupation,label
"A supervisor in a factory oversees daily production while ensuring compliance with safety standards. Training employees and solving technical problems are part of his responsibilities. Process optimization improves efficiency. Thanks to his leadership, the team achieves its goals.","Un contremaître dans une usine gère la production quotidienne en veillant au respect des normes de sécurité. La formation des employés et la résolution des problèmes techniques font partie des responsabilités. L'optimisation des processus permet d'améliorer l'efficacité. Grâce à son leadership, l'équipe atteint ses objectifs.",male,long unambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
An optician advises clients on lens treatments such as anti-reflective coatings or transitions.,"Un.e opticien.ne conseille des clients sur les traitements de verres, comme les anti-reflets ou les transitions.",inclusive,ambiguous,gender-balanced,['opticien' 'opticienne' 'opticien.ne'],0
"Taylor is a pharmacist, and he is highly valued for his expertise in selecting treatments.","Taylor est pharmacien, et il est très apprécié pour son expertise dans le choix des traitements.",male,unambiguous,female-stereotyped,['pharmacien' 'pharmacienne' 'pharmacien.ne'],1
This construction worker assembled scaffolding at height while maintaining a fast and secure pace. Her abilities are admired by the site supervisor.,Cette ouvrière du bâtiment a assemblé des échafaudages en hauteur tout en maintenant un rythme rapide et sécurisé. Ses capacités sont admirées par le chef de chantier.,female,unambiguous,male-stereotyped,['ouvrier du bâtiment' 'ouvrière du bâtiment' 'ouvrier.ère du bâtiment'],1
"The secretary organized an annual seminar by managing invitations, logistics, and supervising technical aspects. He also wrote a detailed report for the board of directors.","Le secrétaire a organisé un séminaire annuel en gérant les invitations, la logistique, et en supervisant les aspects techniques. Il a également rédigé un rapport détaillé pour le conseil d’administration.",male,unambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
This plumber installed a water heater in a new house. They also explained to the residents how to optimize their hot water consumption.,Ce.tte plombier.ère a installé un chauffe-eau dans une maison neuve. Iel a également expliqué aux habitants comment optimiser leur consommation d’eau chaude.,inclusive,unambiguous,male-stereotyped,['plombier' 'plombière' 'plombier.ère'],1
This childcare worker organizes sensory workshops to stimulate toddlers' senses and motor skills. Activities are tailored to each age to encourage harmonious development. Safety and hygiene are always maintained at the highest level. He contributes to children's daily growth.,Ce puériculteur organise des ateliers d'éveil pour stimuler les sens et les capacités motrices des tout-petits. Les activités sont adaptées à chaque âge pour favoriser un développement harmonieux. La sécurité et l'hygiène sont toujours maintenues au plus haut niveau. Il contribue à l'épanouissement des enfants au quotidien.,male,long unambiguous,female-stereotyped,['puériculteur' 'puéricultrice' 'puériculteur.rice'],1
A career counselor helped a student choose a field aligned with their ambitions. They thanked him for his patience and attentiveness.,Un conseiller en orientation a aidé un étudiant à choisir une filière adaptée à ses ambitions. On l'a remercié pour sa patience et son écoute.,male,unambiguous,gender-balanced,"['conseiller en orientation' 'conseillère en orientation'
 'conseiller.ère en orientation']",0
This welder contributes to the manufacturing of equipment for various sectors such as automotive or aerospace. Materials are handled carefully to ensure the quality of assemblies. Accurate reading of technical plans is essential for their work. Engineers trust them to produce flawless welds.,Ce.tte soudeur.euse participe à la fabrication d'équipements pour différents secteurs comme l'automobile ou l'aéronautique. Les matériaux sont manipulés avec soin pour garantir la qualité des assemblages. La lecture précise des plans techniques est essentielle pour son travail. Les ingénieurs lui font confiance pour réaliser des soudures impeccables.,inclusive,long unambiguous,male-stereotyped,['soudeur' 'soudeuse' 'soudeur.euse'],1
An engineer develops innovative solutions to solve complex technical problems. Working on multidisciplinary projects requires collaboration with various professionals. Mastery of modeling and simulation tools is necessary in this role. Companies benefit from his expertise to improve their products and services.,"Un ingénieur développe des solutions innovantes pour résoudre des problèmes techniques complexes. En travaillant sur des projets multidisciplinaires, la collaboration avec divers professionnels est essentielle. La maîtrise des outils de modélisation et de simulation est nécessaire dans ce travail. Les entreprises bénéficient de son expertise pour améliorer leurs produits et services.",male,long unambiguous,male-stereotyped,['ingénieur' 'ingénieure' 'ingénieur.e'],1
The supervisor supervised a diverse team during the construction of a complex building. They ensured that materials were used optimally.,Le.a contremaître.esse a supervisé une équipe diversifiée pour la construction d’un bâtiment complexe. Iel a veillé à ce que les matériaux soient utilisés de manière optimale.,inclusive,unambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
A garbage collector collected trash in a residential area very early in the morning. They ensured compliance with the sorting instructions imposed by the municipality.,Un.e éboueur.euse a collecté des déchets dans un quartier résidentiel très tôt le matin. Iel a veillé à respecter les consignes de tri sélectif imposées par la municipalité.,inclusive,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
"Taylor, a cashier in a large store, ensures that each client receives quality service. Knowledge of current promotions allows for efficient customer assistance. Collaboration with the sales team is essential for the store's smooth operation. He is known for his professionalism and service-oriented mindset.","Taylor, caissier dans un grand magasin, s'assure que chaque client bénéficie d'un service de qualité. La connaissance des promotions en cours permet de renseigner les clients efficacement. La collaboration avec l'équipe de vente est essentielle pour le bon fonctionnement du magasin. Il est reconnu pour son professionnalisme et son sens du service.",male,long unambiguous,female-stereotyped,['caissier' 'caissière' 'caissier.ère'],1
